Image Name	Actual Class	Predicted Class	Probabilities
l8_36R_00204.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00467.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00055.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00315.png	36R	36R	0.0001, 0.0003, 0.9994, 0.0002
l8_36R_00466.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00432.png	36R	36R	0.0115, 0.0169, 0.9617, 0.0099
l8_36R_00158.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00136.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00060.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00297.png	36R	36R	0.0002, 0.0003, 0.9992, 0.0002
l8_36R_00154.png	36R	36R	0.0037, 0.0016, 0.9927, 0.0020
l8_36R_00200.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00457.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_54S_00139.png	54S	54S	0.0012, 0.0006, 0.0004, 0.9978
l8_54S_00009.png	54S	54S	0.0103, 0.0004, 0.0003, 0.9890
l8_54S_00008.png	54S	54S	0.0001, 0.0001, 0.0000, 0.9997
l8_54S_00001.png	54S	54T	0.6281, 0.0638, 0.0573, 0.2509
l8_54S_00094.png	54S	54S	0.0035, 0.0046, 0.0004, 0.9915
l8_54S_00003.png	54S	54T	0.8492, 0.0738, 0.0263, 0.0507
l8_54S_00083.png	54S	54T	0.6671, 0.1218, 0.0434, 0.1677
l8_54S_00127.png	54S	54T	0.7153, 0.0990, 0.0593, 0.1264
l8_54S_00038.png	54S	54S	0.0016, 0.0041, 0.0003, 0.9941
l8_54S_00050.png	54S	54S	0.0251, 0.0135, 0.0049, 0.9565
l8_54S_00140.png	54S	17R	0.2391, 0.5256, 0.0783, 0.1570
l8_54S_00011.png	54S	17R	0.0080, 0.9763, 0.0035, 0.0122
l8_54S_00095.png	54S	54T	0.3144, 0.2812, 0.2093, 0.1951
l8_54S_00125.png	54S	54S	0.0000, 0.0002, 0.0001, 0.9996
l8_54S_00097.png	54S	54S	0.0055, 0.0001, 0.0001, 0.9943
l8_54S_00137.png	54S	54S	0.0004, 0.0003, 0.0002, 0.9991
l8_54S_00099.png	54S	54T	0.4688, 0.2278, 0.0195, 0.2840
l8_54S_00065.png	54S	17R	0.0637, 0.6946, 0.0117, 0.2301
l8_54S_00128.png	54S	54T	0.4196, 0.3481, 0.0708, 0.1615
l8_54S_00091.png	54S	54S	0.0130, 0.0947, 0.0017, 0.8905
l8_54S_00035.png	54S	54S	0.0004, 0.0011, 0.0004, 0.9981
l8_54S_00021.png	54S	54S	0.0595, 0.0007, 0.0005, 0.9393
l8_54S_00115.png	54S	54S	0.0001, 0.0001, 0.0000, 0.9998
l8_54S_00106.png	54S	54S	0.0179, 0.0059, 0.0016, 0.9747
l8_54S_00121.png	54S	17R	0.0239, 0.9167, 0.0065, 0.0530
l8_54S_00029.png	54S	54S	0.0120, 0.0073, 0.0029, 0.9779
l8_54S_00116.png	54S	54S	0.0034, 0.0003, 0.0001, 0.9962
l8_54S_00010.png	54S	17R	0.0015, 0.9972, 0.0003, 0.0009
l8_54S_00133.png	54S	54S	0.0001, 0.0000, 0.0000, 0.9999
l8_54S_00131.png	54S	54S	0.0001, 0.0002, 0.0001, 0.9997
l8_54S_00101.png	54S	17R	0.1837, 0.5231, 0.0604, 0.2329
l8_54S_00064.png	54S	54S	0.0283, 0.0049, 0.0023, 0.9646
l8_54S_00014.png	54S	54T	0.9980, 0.0005, 0.0002, 0.0014
l8_54S_00034.png	54S	54S	0.0000, 0.0000, 0.0000, 0.9999
l8_54S_00110.png	54S	54T	0.9655, 0.0096, 0.0046, 0.0203
l8_54S_00112.png	54S	17R	0.1831, 0.5049, 0.0940, 0.2180
l8_54S_00051.png	54S	54S	0.0243, 0.0010, 0.0007, 0.9740
l8_54S_00069.png	54S	54T	0.7452, 0.0427, 0.0546, 0.1575
l8_54S_00066.png	54S	54S	0.0019, 0.0037, 0.0004, 0.9941
l8_54S_00055.png	54S	54S	0.0007, 0.0016, 0.0002, 0.9975
l8_54S_00105.png	54S	54S	0.0000, 0.0000, 0.0000, 0.9999
l8_54S_00093.png	54S	54T	0.9966, 0.0011, 0.0002, 0.0021
l8_54S_00025.png	54S	54S	0.0002, 0.0002, 0.0001, 0.9996
l8_54S_00015.png	54S	54S	0.0003, 0.0004, 0.0001, 0.9992
l8_54S_00020.png	54S	54S	0.0110, 0.0041, 0.0013, 0.9836
l8_54S_00047.png	54S	54S	0.2955, 0.0159, 0.0049, 0.6836
l8_54S_00098.png	54S	54S	0.0030, 0.0010, 0.0010, 0.9950
l8_54S_00060.png	54S	54S	0.0475, 0.0226, 0.0075, 0.9224
l8_54S_00073.png	54S	54T	0.4010, 0.3486, 0.1247, 0.1257
l8_54S_00032.png	54S	54S	0.0060, 0.0016, 0.0006, 0.9918
l8_54S_00052.png	54S	54T	0.6772, 0.0763, 0.0710, 0.1755
l8_54S_00090.png	54S	54T	0.3255, 0.3012, 0.0905, 0.2828
l8_54S_00084.png	54S	54T	0.4970, 0.1323, 0.0777, 0.2930
l8_54S_00100.png	54S	17R	0.1686, 0.7534, 0.0340, 0.0440
l8_54S_00007.png	54S	54S	0.0002, 0.0019, 0.0001, 0.9978
l8_54S_00058.png	54S	54S	0.0019, 0.0048, 0.0005, 0.9927
l8_54S_00111.png	54S	54T	0.6953, 0.0842, 0.0492, 0.1713
l8_54S_00070.png	54S	54S	0.2128, 0.3078, 0.0458, 0.4335
l8_54S_00088.png	54S	54S	0.0105, 0.0109, 0.0006, 0.9780
l8_54S_00092.png	54S	54S	0.0006, 0.0040, 0.0005, 0.9949
l8_54S_00041.png	54S	54S	0.0668, 0.0842, 0.0213, 0.8278
l8_54S_00044.png	54S	17R	0.2860, 0.4800, 0.0761, 0.1580
l8_54S_00054.png	54S	54S	0.0256, 0.0206, 0.0044, 0.9493
l8_54S_00013.png	54S	54S	0.3964, 0.0030, 0.0015, 0.5992
l8_54S_00123.png	54S	54S	0.0002, 0.0004, 0.0001, 0.9994
l8_54S_00071.png	54S	17R	0.1883, 0.3331, 0.2542, 0.2244
l8_54S_00019.png	54S	17R	0.2761, 0.3639, 0.2142, 0.1457
l8_54S_00056.png	54S	54T	0.8772, 0.0418, 0.0038, 0.0772
l8_54S_00012.png	54S	17R	0.1033, 0.8770, 0.0074, 0.0123
l8_54S_00108.png	54S	54T	0.5915, 0.1859, 0.0852, 0.1374
l8_54S_00120.png	54S	54T	0.6419, 0.2483, 0.0258, 0.0839
l8_54S_00119.png	54S	54T	0.8656, 0.0359, 0.0161, 0.0824
l8_54S_00005.png	54S	54S	0.0192, 0.0446, 0.0074, 0.9288
l8_54S_00068.png	54S	54T	0.6036, 0.0903, 0.0036, 0.3025
l8_54S_00126.png	54S	54S	0.0156, 0.0651, 0.0079, 0.9114
l8_54S_00028.png	54S	17R	0.2271, 0.3363, 0.2077, 0.2289
l8_54S_00117.png	54S	54S	0.0005, 0.0019, 0.0002, 0.9974
l8_54S_00130.png	54S	54T	0.5059, 0.4648, 0.0138, 0.0156
l8_54S_00138.png	54S	54S	0.0000, 0.0000, 0.0000, 0.9999
l8_54S_00096.png	54S	54T	0.5805, 0.1811, 0.0964, 0.1420
l8_54S_00030.png	54S	54S	0.0106, 0.0035, 0.0010, 0.9850
l8_54S_00018.png	54S	54T	0.6487, 0.0589, 0.0322, 0.2602
l8_54S_00036.png	54S	54S	0.1031, 0.0015, 0.0010, 0.8944
l8_54S_00085.png	54S	54S	0.1692, 0.0651, 0.0281, 0.7376
l8_54S_00000.png	54S	54S	0.0001, 0.0003, 0.0000, 0.9996
l8_54S_00113.png	54S	17R	0.0112, 0.9651, 0.0034, 0.0202
l8_54S_00026.png	54S	54T	0.8569, 0.0483, 0.0360, 0.0587
l8_54S_00122.png	54S	54T	0.9966, 0.0015, 0.0003, 0.0016
l8_54S_00063.png	54S	54S	0.0002, 0.0006, 0.0003, 0.9989
l8_54S_00107.png	54S	54T	0.3284, 0.2462, 0.2464, 0.1791
l8_54S_00039.png	54S	54T	0.5148, 0.2096, 0.1383, 0.1373
l8_54S_00067.png	54S	54S	0.0005, 0.0046, 0.0001, 0.9947
l8_54S_00017.png	54S	54T	0.8496, 0.0158, 0.0119, 0.1227
l8_54S_00027.png	54S	54S	0.0088, 0.0684, 0.0071, 0.9157
l8_54S_00089.png	54S	54T	0.9823, 0.0042, 0.0023, 0.0112
l8_54S_00045.png	54S	17R	0.2031, 0.3021, 0.2663, 0.2285
l8_54S_00053.png	54S	54S	0.0002, 0.0013, 0.0001, 0.9985
l8_54S_00061.png	54S	54S	0.0011, 0.0011, 0.0002, 0.9975
l8_54S_00043.png	54S	17R	0.3074, 0.3871, 0.2097, 0.0958
l8_54S_00057.png	54S	54T	0.8457, 0.0599, 0.0311, 0.0633
l8_54S_00049.png	54S	54T	0.9961, 0.0002, 0.0002, 0.0034
l8_54S_00006.png	54S	54S	0.0016, 0.0004, 0.0002, 0.9977
l8_54S_00074.png	54S	17R	0.1082, 0.7411, 0.0416, 0.1091
l8_54S_00118.png	54S	54T	0.6232, 0.1024, 0.0568, 0.2177
l8_54S_00037.png	54S	54S	0.0013, 0.0075, 0.0003, 0.9908
l8_54S_00114.png	54S	54T	0.9930, 0.0037, 0.0006, 0.0027
l8_54S_00046.png	54S	54S	0.0005, 0.0001, 0.0001, 0.9993
l8_54S_00042.png	54S	17R	0.1653, 0.3620, 0.2272, 0.2454
l8_54S_00002.png	54S	54T	0.9233, 0.0139, 0.0157, 0.0472
l8_54S_00023.png	54S	54T	0.9956, 0.0001, 0.0001, 0.0042
l8_54S_00075.png	54S	17R	0.4243, 0.4343, 0.0865, 0.0548
l8_54S_00102.png	54S	17R	0.1927, 0.3574, 0.2289, 0.2209
l8_54S_00081.png	54S	54T	0.6543, 0.0172, 0.0215, 0.3070
l8_54S_00135.png	54S	54S	0.0004, 0.0009, 0.0005, 0.9981
l8_54S_00022.png	54S	54T	0.9934, 0.0014, 0.0007, 0.0044
l8_54S_00072.png	54S	54T	0.5977, 0.1580, 0.1260, 0.1183
l8_54S_00082.png	54S	54S	0.2348, 0.0672, 0.0406, 0.6574
l8_54S_00078.png	54S	54S	0.2155, 0.1400, 0.0063, 0.6381
l8_54S_00076.png	54S	54S	0.0523, 0.0232, 0.0080, 0.9166
l8_54S_00132.png	54S	54S	0.0080, 0.0084, 0.0017, 0.9818
l8_54S_00104.png	54S	17R	0.1401, 0.7518, 0.0296, 0.0784
l8_54S_00080.png	54S	54S	0.1219, 0.0299, 0.0042, 0.8441
l8_54S_00134.png	54S	54S	0.0002, 0.0002, 0.0001, 0.9996
l8_54S_00004.png	54S	54T	0.4516, 0.1903, 0.1098, 0.2483
l8_54S_00059.png	54S	54T	0.4798, 0.1517, 0.0697, 0.2988
l8_54S_00087.png	54S	54S	0.1884, 0.0114, 0.0057, 0.7944
l8_54S_00016.png	54S	54S	0.0002, 0.0024, 0.0001, 0.9973
l8_54S_00031.png	54S	54T	0.9984, 0.0006, 0.0003, 0.0007
l8_54S_00048.png	54S	54S	0.0115, 0.0008, 0.0002, 0.9874
l8_54S_00136.png	54S	54S	0.0154, 0.0009, 0.0004, 0.9832
l8_54S_00129.png	54S	54S	0.1034, 0.0668, 0.0151, 0.8147
l8_54S_00109.png	54S	54T	0.5585, 0.1396, 0.0544, 0.2475
l8_54S_00086.png	54S	54T	0.7046, 0.0241, 0.0148, 0.2565
l8_54S_00077.png	54S	54S	0.0087, 0.0044, 0.0011, 0.9859
l8_54S_00124.png	54S	54S	0.0063, 0.0015, 0.0007, 0.9915
l8_54S_00103.png	54S	54S	0.0090, 0.0281, 0.0102, 0.9527
l8_54S_00033.png	54S	54S	0.0000, 0.0000, 0.0000, 0.9999
l8_54S_00040.png	54S	54S	0.0684, 0.2995, 0.0242, 0.6080
l8_54S_00024.png	54S	54S	0.0035, 0.0063, 0.0010, 0.9892
l8_54S_00079.png	54S	54S	0.0046, 0.0086, 0.0007, 0.9861
l8_54S_00062.png	54S	54S	0.0162, 0.0148, 0.0011, 0.9679
